timestamp,bytes_transferred,packet_count,connection_duration,source_port,destination_port,retransmission_rate,protocol,bytes_per_packet,packets_per_second
2025-11-27T23:51:30,100,1,1.0,7998,443,0.0,TLS,100.0,1.0
2025-11-27T23:51:30,100,1,1.0,443,7998,0.0,TLS,100.0,1.0
2025-11-27T23:51:30,54,1,1.0,7998,443,0.0,TCP,54.0,1.0
2025-11-27T23:51:30,54,1,1.0,59948,50070,0.0,TCP,54.0,1.0
2025-11-27T23:51:30,54,1,1.0,50070,59948,0.0,TCP,54.0,1.0
2025-11-27T23:51:30,113,1,1.0,53859,443,0.0,TLS,113.0,1.0
2025-11-27T23:51:30,294,5,1.798534,17310,59947,0.0,TCP,58.8,2.7800419675135415
2025-11-27T23:51:30,308,4,0.048514,17309,59947,0.0,TCP,77.0,82.45042668095807
2025-11-27T23:51:30,2112,12,1.846216,59947,17310,0.0,TCP,176.0,6.499781174033807
2025-11-27T23:51:30,5894,10,1.786005,17310,59947,0.0,DATA,589.4,5.599088468397345
2025-11-27T23:51:30,160,2,0.024097,59947,17309,0.0,TCP,80.0,82.99788355396937
2025-11-27T23:51:30,198,3,3.026201,17311,4090,0.0,TCP,66.0,0.9913419498572633
2025-11-27T23:51:30,54,1,1.0,443,53859,0.0,TCP,54.0,1.0
2025-11-27T23:51:30,2084,2,1.747098,8080,53915,0.0,TCP,1042.0,1.144755474506868
2025-11-27T23:51:30,148,2,1.746678,53915,8080,0.0,TCP,74.0,1.145030738350171
2025-11-27T23:51:30,55,1,1.0,32607,59948,0.0,DATA,55.0,1.0
2025-11-27T23:51:30,66,1,1.0,59948,32607,0.0,TCP,66.0,1.0
2025-11-27T23:51:30,2703,7,0.214963,59947,17310,0.0,DATA,386.14285714285717,32.56374352795598
2025-11-27T23:51:30,300,4,9.7e-05,45577,9993,0.0,DATA,75.0,41237.113402061856
2025-11-27T23:51:30,159,1,1.0,9993,9993,0.0,DATA,159.0,1.0
2025-11-27T23:51:30,55,1,1.0,40861,59948,0.0,DATA,55.0,1.0
2025-11-27T23:51:30,66,1,1.0,59948,40861,0.0,TCP,66.0,1.0
2025-11-27T23:51:30,191,1,1.0,1068,7826,0.0,TLS,191.0,1.0
2025-11-27T23:51:30,185,1,1.0,7826,1068,0.0,TLS,185.0,1.0
2025-11-27T23:51:30,54,1,1.0,1068,7826,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,162,3,0.01185,80,44521,0.0,TCP,54.0,253.16455696202533
2025-11-27T23:52:00,108,2,6.3e-05,44521,80,0.0,TCP,54.0,31746.031746031746
2025-11-27T23:52:00,55,1,1.0,44510,443,0.0,TLS,55.0,1.0
2025-11-27T23:52:00,66,1,1.0,443,44510,0.0,TCP,66.0,1.0
2025-11-27T23:52:00,55,1,1.0,41041,59943,0.0,DATA,55.0,1.0
2025-11-27T23:52:00,126,2,15.175747,59943,41041,0.0,TCP,63.0,0.1317892292221266
2025-11-27T23:52:00,6212,10,19.171371,8080,53915,0.0,TCP,621.2,0.5216111043910213
2025-11-27T23:52:00,1384,10,19.172479,53915,8080,0.0,TCP,138.4,0.5215809598748289
2025-11-27T23:52:00,55,1,1.0,28171,59947,0.0,DATA,55.0,1.0
2025-11-27T23:52:00,120,2,15.167282,59947,28171,0.0,TCP,60.0,0.13186278200669047
2025-11-27T23:52:00,1200,16,15.952374,45577,9993,0.0,DATA,75.0,1.0029855117489095
2025-11-27T23:52:00,132,2,8.009136,17311,4090,0.0,TCP,66.0,0.2497148256690859
2025-11-27T23:52:00,55,1,1.0,27682,59947,0.0,DATA,55.0,1.0
2025-11-27T23:52:00,120,2,15.119468,59947,27682,0.0,TCP,60.0,0.13227978656391878
2025-11-27T23:52:00,906,2,8.794468,21009,45577,0.0,DATA,453.0,0.22741568904452208
2025-11-27T23:52:00,323,2,8.515736,45577,21009,0.0,DATA,161.5,0.23485932396213316
2025-11-27T23:52:00,54,1,1.0,7826,18431,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,108,2,5.9243,18431,7826,0.0,TCP,54.0,0.33759262697702686
2025-11-27T23:52:00,3690,23,16.259304,25190,35904,0.0,DATA,160.43478260869566,1.4145746952022054
2025-11-27T23:52:00,3738,22,16.205859,9993,9993,0.0,DATA,169.9090909090909,1.3575337166638313
2025-11-27T23:52:00,942,9,14.499561,9993,9993,0.0,DATA,104.66666666666667,0.62070844765576
2025-11-27T23:52:00,70,1,1.0,45577,31705,0.0,DATA,70.0,1.0
2025-11-27T23:52:00,70,1,1.0,9993,4111,0.0,DATA,70.0,1.0
2025-11-27T23:52:00,70,1,1.0,45577,4856,0.0,DATA,70.0,1.0
2025-11-27T23:52:00,70,1,1.0,25190,4112,0.0,DATA,70.0,1.0
2025-11-27T23:52:00,79,1,1.0,31705,45577,0.0,DATA,79.0,1.0
2025-11-27T23:52:00,79,1,1.0,4111,9993,0.0,DATA,79.0,1.0
2025-11-27T23:52:00,79,1,1.0,4856,45577,0.0,DATA,79.0,1.0
2025-11-27T23:52:00,79,1,1.0,4112,25190,0.0,DATA,79.0,1.0
2025-11-27T23:52:00,54,1,1.0,59943,15262,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,108,2,5.021209,15262,59943,0.0,TCP,54.0,0.3983104467469886
2025-11-27T23:52:00,1378,13,14.386484,35904,25190,0.0,DATA,106.0,0.9036259311170124
2025-11-27T23:52:00,70,1,1.0,4856,9993,0.0,DATA,70.0,1.0
2025-11-27T23:52:00,79,1,1.0,9993,4856,0.0,DATA,79.0,1.0
2025-11-27T23:52:00,60,1,1.0,59949,40879,0.0,TCP,60.0,1.0
2025-11-27T23:52:00,54,1,1.0,40879,59949,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,55,1,1.0,50070,59948,0.0,DATA,55.0,1.0
2025-11-27T23:52:00,66,1,1.0,59948,50070,0.0,TCP,66.0,1.0
2025-11-27T23:52:00,191,1,1.0,18431,7826,0.0,TLS,191.0,1.0
2025-11-27T23:52:00,185,1,1.0,7826,18431,0.0,TLS,185.0,1.0
2025-11-27T23:52:00,54,1,1.0,59948,32607,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,54,1,1.0,32607,59948,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,86,1,1.0,443,17325,0.0,TLS,86.0,1.0
2025-11-27T23:52:00,90,1,1.0,17325,443,0.0,TLS,90.0,1.0
2025-11-27T23:52:00,54,1,1.0,443,17325,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,519,4,0.975698,7142,443,0.0,TLS,129.75,4.099629188539897
2025-11-27T23:52:00,296,4,0.975293,443,7142,0.0,TCP,74.0,4.101331599837177
2025-11-27T23:52:00,54,1,1.0,59947,17310,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,54,1,1.0,17310,59947,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,104,1,1.0,63126,53,0.0,DNS,104.0,1.0
2025-11-27T23:52:00,132,1,1.0,53,63126,0.0,DNS,132.0,1.0
2025-11-27T23:52:00,282,5,5.121663,49896,443,0.0,TCP,56.4,0.9762454109143847
2025-11-27T23:52:00,492,8,5.098196,443,49896,0.0,TCP,61.5,1.5691825108332438
2025-11-27T23:52:00,1998,2,0.024034,49896,443,0.0,TLS,999.0,83.21544478655238
2025-11-27T23:52:00,474,2,0.044403,443,49896,0.0,TLS,237.0,45.042001666554064
2025-11-27T23:52:00,193,1,1.0,59943,15262,0.0,DATA,193.0,1.0
2025-11-27T23:52:00,1088,3,0.035731,443,7142,0.0,TLS,362.6666666666667,83.96070638940976
2025-11-27T23:52:00,74,1,1.0,7142,443,0.0,TCP,74.0,1.0
2025-11-27T23:52:00,60,1,1.0,59948,40861,0.0,TCP,60.0,1.0
2025-11-27T23:52:00,54,1,1.0,40861,59948,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,54,1,1.0,7826,1068,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,108,2,5.854135,1068,7826,0.0,TCP,54.0,0.3416388586870648
2025-11-27T23:52:00,220,4,3.092631,49896,443,0.0,DATA,55.0,1.2933971107448643
2025-11-27T23:52:00,54,1,1.0,41041,59943,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,1221,3,0.036457,53729,443,0.0,TLS,407.0,82.28872370189538
2025-11-27T23:52:00,160,2,0.03648,443,53729,0.0,TCP,80.0,54.824561403508774
2025-11-27T23:52:00,501,4,0.001803,443,53729,0.0,TLS,125.25,2218.524681087077
2025-11-27T23:52:00,148,2,0.00084,53729,443,0.0,TCP,74.0,2380.9523809523807
2025-11-27T23:52:00,54,1,1.0,28171,59947,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,191,1,1.0,1068,7826,0.0,TLS,191.0,1.0
2025-11-27T23:52:00,185,1,1.0,7826,1068,0.0,TLS,185.0,1.0
2025-11-27T23:52:00,100,1,1.0,7998,443,0.0,TLS,100.0,1.0
2025-11-27T23:52:00,100,1,1.0,443,7998,0.0,TLS,100.0,1.0
2025-11-27T23:52:00,54,1,1.0,7998,443,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,54,1,1.0,27682,59947,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,8844,9,0.01266,57842,443,0.0,TLS,982.6666666666666,710.9004739336493
2025-11-27T23:52:00,1602,3,0.023455,57842,443,0.0,TCP,534.0,127.90449797484544
2025-11-27T23:52:00,236,2,2.9e-05,6901,443,0.0,TLS,118.0,68965.5172413793
2025-11-27T23:52:00,432,8,0.011948,443,57842,0.0,TCP,54.0,669.5681285570806
2025-11-27T23:52:00,2753,11,0.011948,443,57842,0.0,TLS,250.27272727272728,920.656176765986
2025-11-27T23:52:00,108,2,1.0,443,6901,0.0,TCP,54.0,2.0
2025-11-27T23:52:00,452,2,0.00484,443,6901,0.0,TLS,226.0,413.22314049586777
2025-11-27T23:52:00,54,1,1.0,6901,443,0.0,TCP,54.0,1.0
2025-11-27T23:52:00,55,1,1.0,40854,443,0.0,TLS,55.0,1.0
2025-11-27T23:52:00,359,4,0.010339,443,32594,0.0,TCP,89.75,386.8846116645711
2025-11-27T23:52:00,222,3,0.00025,32594,443,0.0,TCP,74.0,12000.0
